Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
04/21/2023,,05:23:22PM,07:01:09PM,pool,18.29,,goggles,,2.2.396

Swim Date,Swim Time,Set #,Set,Interval (yd),Length (yd),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (yd),Cumul Dist (yd),Avg DPS,Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
04/21/2023,05:23:22PM,1,2x20,20,20,FR,0:27.56,0:00.00,0:27.56,1,20,20,0.86,2:17.71,1:08.86,49,55,21,21,4
04/21/2023,05:23:50PM,1,2x20,20,0,REST,0:00.00,0:03.82,0:31.38,1,0,20,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:23:54PM,1,2x20,20,20,FR,0:21.80,0:00.00,0:53.18,1,20,40,0.93,1:48.99,0:54.49,40,54,18,18,4
04/21/2023,05:24:15PM,1,2x20,20,0,REST,0:00.00,0:13.13,1:06.31,1,0,40,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:25:00PM,1,2x20,20,0,REST,0:00.00,0:02.48,1:08.79,1,0,40,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:25:02PM,2,1x60,60,20,FR,0:20.53,0:00.00,1:29.32,1,20,60,1.1,1:42.63,0:51.31,37,54,16,16,4
04/21/2023,05:25:23PM,2,1x60,60,20,FR,0:23.82,0:00.00,1:53.13,1,20,80,0.97,1:59.06,0:59.53,43,55,19,19,4
04/21/2023,05:25:46PM,2,1x60,60,20,FR,0:27.00,0:00.00,2:20.14,1,20,100,0.83,2:15.07,1:07.53,49,55,22,22,4
04/21/2023,05:26:13PM,2,1x60,60,0,REST,0:00.00,0:01.81,2:21.95,1,0,100,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:26:15PM,3,1x40,40,20,FR,0:25.34,0:00.00,2:47.29,1,20,120,0.75,2:06.65,1:03.32,46,57,21,21,4
04/21/2023,05:26:41PM,3,1x40,40,20,FR,0:25.91,0:00.00,3:13.20,1,20,140,0.9,2:09.52,1:04.76,47,57,21,21,4
04/21/2023,05:27:07PM,3,1x40,40,0,REST,0:00.00,0:05.91,3:19.11,1,0,140,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:27:12PM,4,2x20,20,20,FR,0:25.38,0:00.00,3:44.49,1,20,160,0.81,2:06.83,1:03.41,48,55,23,23,4
04/21/2023,05:27:38PM,4,2x20,20,0,REST,0:00.00,0:06.32,3:50.81,1,0,160,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:28:23PM,4,2x20,20,0,REST,0:00.00,0:01.53,3:52.34,1,0,160,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:28:24PM,4,2x20,20,20,FR,0:20.68,0:00.00,4:13.02,1,20,180,1,1:43.32,0:51.66,39,56,18,18,4
04/21/2023,05:28:45PM,4,2x20,20,0,REST,0:00.00,0:04.09,4:17.11,1,0,180,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:28:49PM,5,1x40,40,20,FR,0:22.74,0:00.00,4:39.85,1,20,200,0.87,1:53.73,0:56.87,44,59,21,21,4
04/21/2023,05:29:12PM,5,1x40,40,20,FR,0:27.29,0:00.00,5:07.14,1,20,220,0.82,2:16.48,1:08.24,50,59,23,23,4
04/21/2023,05:29:39PM,5,1x40,40,0,REST,0:00.00,0:03.79,5:10.92,1,0,220,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:29:43PM,6,1x80,80,20,FR,0:24.05,0:00.00,5:34.97,1,20,240,0.8,2:00.32,1:00.16,47,62,23,23,4
04/21/2023,05:30:07PM,6,1x80,80,20,FR,0:26.93,0:00.00,6:01.90,1,20,260,0.81,2:14.67,1:07.34,50,59,23,23,4
04/21/2023,05:30:34PM,6,1x80,80,20,FR,0:31.90,0:00.00,6:33.80,1,20,280,0.62,2:39.58,1:19.79,62,61,30,30,4
04/21/2023,05:31:06PM,6,1x80,80,20,FR,0:25.96,0:00.00,6:59.76,1,20,300,0.85,2:09.70,1:04.85,48,58,22,22,4
04/21/2023,05:31:32PM,6,1x80,80,0,REST,0:00.00,0:04.31,7:04.07,1,0,300,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:31:36PM,7,2x40,40,20,FR,0:24.09,0:00.00,7:28.16,1,20,320,0.81,2:00.48,1:00.24,46,58,22,22,4
04/21/2023,05:32:00PM,7,2x40,40,20,FR,0:27.90,0:00.00,7:56.06,1,20,340,0.82,2:19.60,1:09.80,50,57,22,22,4
04/21/2023,05:32:28PM,7,2x40,40,0,REST,0:00.00,0:03.89,7:59.96,1,0,340,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:32:32PM,7,2x40,40,20,FR,0:24.98,0:00.00,8:24.94,1,20,360,0.79,2:04.92,1:02.46,47,56,22,22,4
04/21/2023,05:32:57PM,7,2x40,40,20,FR,0:28.83,0:00.00,8:53.77,1,20,380,0.72,2:24.23,1:12.11,55,58,26,26,4
04/21/2023,05:33:26PM,7,2x40,40,0,REST,0:00.00,0:32.81,9:26.58,1,0,380,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:33:59PM,8,1x20,20,20,FR,0:26.98,0:00.00,9:53.56,1,20,400,0.78,2:14.87,1:07.43,50,59,23,23,4
04/21/2023,05:34:26PM,8,1x20,20,0,REST,0:00.00,0:03.55,9:57.11,1,0,400,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:34:29PM,9,1x100,100,20,FR,0:24.33,0:00.00,10:21.43,1,20,420,0.82,2:01.60,1:00.80,45,56,21,21,4
04/21/2023,05:34:53PM,9,1x100,100,20,FR,0:28.04,0:00.00,10:49.48,1,20,440,0.9,2:20.25,1:10.12,49,54,21,21,4
04/21/2023,05:35:21PM,9,1x100,100,20,FR,0:28.40,0:00.00,11:17.87,1,20,460,0.84,2:21.99,1:10.99,50,55,22,22,4
04/21/2023,05:35:50PM,9,1x100,100,20,FR,0:26.92,0:00.00,11:44.79,1,20,480,0.81,2:14.67,1:07.34,50,57,23,23,4
04/21/2023,05:36:17PM,9,1x100,100,20,FR,0:32.88,0:00.00,12:17.67,1,20,500,0.73,2:44.46,1:22.23,58,52,25,25,4
04/21/2023,05:36:50PM,9,1x100,100,0,REST,0:00.00,0:03.98,12:21.65,1,0,500,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:36:54PM,10,4x20,20,20,FR,0:10.93,0:00.00,12:32.57,1,20,520.1,2.65,0:54.62,0:27.31,18,43,7,7,3
04/21/2023,05:37:05PM,10,4x20,20,0,REST,0:00.00,0:12.45,12:45.02,1,0,520.1,0,0:00.00,0:00.00,0,0,0,0,0
04/21/2023,05:37:17PM,10,4x20,20,20,FR,0:23.87,0:00.00,13:08.90,1,20,540.1,0.85,1:59.37,0:59.69,46,56,22,22,4
