Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
04/07/2023,,05:48:58PM,06:43:51PM,pool,18.29,,goggles,,2.2.366

Swim Date,Swim Time,Set #,Set,Interval (yd),Length (yd),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (yd),Cumul Dist (yd),Avg DPS,Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
04/07/2023,05:48:58PM,1,1x480,480,20,REST,0:00.00,0:38.95,0:38.95,1,20,20,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:49:37PM,1,1x480,480,20,REST,0:00.00,0:38.95,1:17.91,1,20,40,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:50:16PM,1,1x480,480,20,REST,0:00.00,0:38.95,1:56.86,1,20,60,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:50:55PM,1,1x480,480,20,REST,0:00.00,0:38.95,2:35.82,1,20,80,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:51:34PM,1,1x480,480,20,REST,0:00.00,0:38.95,3:14.78,1,20,100,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:52:13PM,1,1x480,480,20,REST,0:00.00,0:38.95,3:53.73,1,20,120,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:52:52PM,1,1x480,480,20,REST,0:00.00,0:38.95,4:32.69,1,20,140,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:53:31PM,1,1x480,480,20,REST,0:00.00,0:38.95,5:11.64,1,20,160,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:54:10PM,1,1x480,480,20,REST,0:00.00,0:38.95,5:50.60,1,20,180,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:54:49PM,1,1x480,480,20,REST,0:00.00,0:38.95,6:29.55,1,20,200,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:55:28PM,1,1x480,480,20,REST,0:00.00,0:38.95,7:08.50,1,20,220,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:56:07PM,1,1x480,480,20,REST,0:00.00,0:38.95,7:47.46,1,20,240,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:56:46PM,1,1x480,480,20,REST,0:00.00,0:38.95,8:26.42,1,20,260,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:57:25PM,1,1x480,480,20,REST,0:00.00,0:38.95,9:05.37,1,20,280,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:58:04PM,1,1x480,480,20,REST,0:00.00,0:38.95,9:44.33,1,20,300,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:58:43PM,1,1x480,480,20,REST,0:00.00,0:38.95,10:23.28,1,20,320,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,05:59:21PM,1,1x480,480,20,REST,0:00.00,0:38.95,11:02.24,1,20,340,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,06:00:00PM,1,1x480,480,20,REST,0:00.00,0:38.95,11:41.19,1,20,360,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,06:00:39PM,1,1x480,480,20,REST,0:00.00,0:38.95,12:20.14,1,20,380,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,06:01:18PM,1,1x480,480,20,REST,0:00.00,0:38.95,12:59.10,1,20,400,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,06:01:57PM,1,1x480,480,20,REST,0:00.00,0:38.95,13:38.05,1,20,420,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,06:02:36PM,1,1x480,480,20,REST,0:00.00,0:38.95,14:17.01,1,20,440,0,3:14.97,1:37.49,39,0,0,0,3
04/07/2023,06:03:15PM,1,1x480,480,20,REST,0:00.00,0:38.95,14:55.97,1,20,460,0,3:14.97,1:37.49,39,0,0,0,3
