Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
05/04/2023,,05:56:32PM,06:46:10PM,pool,18.29,,goggles,,2.2.396

Swim Date,Swim Time,Set #,Set,Interval (yd),Length (yd),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (yd),Cumul Dist (yd),Avg DPS,Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
05/04/2023,05:56:32PM,1,2x20,20,20,FR,0:18.56,0:00.00,0:18.56,1,20,20,1.04,1:32.83,0:46.42,37,58,18,18,4
05/04/2023,05:56:51PM,1,2x20,20,0,REST,0:00.00,0:13.66,0:32.22,1,0,20,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,05:57:04PM,1,2x20,20,20,FR,0:12.07,0:00.00,0:44.30,1,20,40,1.71,1:00.36,0:30.18,23,56,11,11,3
05/04/2023,05:57:17PM,1,2x20,20,0,REST,0:00.00,0:04.31,0:48.61,1,0,40,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,05:57:21PM,2,2x40,40,20,FR,0:21.34,0:00.00,1:09.96,1,20,60,0.89,1:46.70,0:53.35,42,59,21,21,4
05/04/2023,05:57:42PM,2,2x40,40,20,FR,0:26.82,0:00.00,1:36.78,1,20,80,0.83,2:14.08,1:07.04,49,59,22,22,4
05/04/2023,05:58:09PM,2,2x40,40,0,REST,0:00.00,0:06.09,1:42.88,1,0,80,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,05:58:15PM,2,2x40,40,20,FR,0:19.97,0:00.00,2:02.84,1,20,100,1.01,1:39.83,0:49.91,37,57,17,17,4
05/04/2023,05:58:35PM,2,2x40,40,20,FR,0:26.28,0:00.00,2:29.12,1,20,120,0.84,2:11.38,1:05.69,48,61,22,22,4
05/04/2023,05:59:01PM,2,2x40,40,0,REST,0:00.00,0:11.11,2:40.23,1,0,120,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,05:59:12PM,3,6x20,20,20,FR,0:22.21,0:00.00,3:02.44,1,20,140,0.86,1:51.11,0:55.55,41,59,19,19,4
05/04/2023,05:59:35PM,3,6x20,20,0,REST,0:00.00,0:07.55,3:09.99,1,0,140,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,05:59:42PM,3,6x20,20,20,FR,0:21.68,0:00.00,3:31.67,1,20,160,0.8,1:48.47,0:54.24,44,64,22,22,4
05/04/2023,06:00:04PM,3,6x20,20,0,REST,0:00.00,0:08.51,3:40.19,1,0,160,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:00:12PM,3,6x20,20,20,FR,0:21.86,0:00.00,4:02.04,1,20,180,0.86,1:49.25,0:54.62,43,60,21,21,4
05/04/2023,06:00:34PM,3,6x20,20,0,REST,0:00.00,0:04.69,4:06.74,1,0,180,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:00:39PM,3,6x20,20,20,FR,0:21.75,0:00.00,4:28.48,1,20,200,0.85,1:48.73,0:54.36,42,61,20,20,4
05/04/2023,06:01:01PM,3,6x20,20,0,REST,0:00.00,0:10.14,4:38.63,1,0,200,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:01:11PM,3,6x20,20,20,FR,0:19.89,0:00.00,4:58.52,1,20,220,1,1:39.50,0:49.75,38,60,18,18,4
05/04/2023,06:01:31PM,3,6x20,20,0,REST,0:00.00,0:04.38,5:02.90,1,0,220,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:01:35PM,3,6x20,20,20,FR,0:21.24,0:00.00,5:24.14,1,20,240,0.85,1:46.20,0:53.10,43,61,22,22,4
05/04/2023,06:01:56PM,3,6x20,20,0,REST,0:00.00,0:11.16,5:35.31,1,0,240,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:02:08PM,4,1x40,40,20,FR,0:21.00,0:00.00,5:56.31,1,20,260,0.89,1:44.98,0:52.49,40,61,19,19,4
05/04/2023,06:02:29PM,4,1x40,40,20,FR,0:24.75,0:00.00,6:21.07,1,20,280,0.81,2:03.74,1:01.87,48,59,23,23,4
05/04/2023,06:02:53PM,4,1x40,40,0,REST,0:00.00,0:08.15,6:29.22,1,0,280,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:03:01PM,5,8x20,20,20,FR,0:19.97,0:00.00,6:49.18,1,20,300,0.92,1:39.83,0:49.91,39,60,19,19,4
05/04/2023,06:03:21PM,5,8x20,20,0,REST,0:00.00,0:06.49,6:55.67,1,0,300,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:03:28PM,5,8x20,20,20,FR,0:20.91,0:00.00,7:16.58,1,20,320,0.9,1:44.50,0:52.25,41,59,20,20,4
05/04/2023,06:03:49PM,5,8x20,20,0,REST,0:00.00,0:45.94,8:02.51,1,0,320,0,0:00.00,0:00.00,0,0,0,0,1
05/04/2023,06:04:35PM,5,8x20,20,20,FR,0:17.71,0:00.00,8:20.23,1,20,340,0.85,1:28.61,0:44.30,35,71,17,17,4
05/04/2023,06:04:52PM,5,8x20,20,0,REST,0:00.00,0:03.44,8:23.67,1,0,340,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:04:56PM,5,8x20,20,20,FR,0:18.56,0:00.00,8:42.23,1,20,360,0.93,1:32.83,0:46.42,38,67,19,19,4
05/04/2023,06:05:14PM,5,8x20,20,0,REST,0:00.00,0:07.67,8:49.90,1,0,360,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:05:22PM,5,8x20,20,20,FR,0:21.63,0:00.00,9:11.53,1,20,380,0.82,1:48.09,0:54.04,43,61,21,21,4
05/04/2023,06:05:44PM,5,8x20,20,0,REST,0:00.00,0:13.99,9:25.52,1,0,380,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:05:58PM,5,8x20,20,20,FR,0:20.62,0:00.00,9:46.14,1,20,400,0.92,1:43.09,0:51.55,41,60,20,20,4
05/04/2023,06:06:18PM,5,8x20,20,0,REST,0:00.00,0:29.58,10:15.72,1,0,400,0,0:00.00,0:00.00,0,0,0,0,1
05/04/2023,06:06:48PM,5,8x20,20,20,FR,0:20.17,0:00.00,10:35.89,1,20,420,0.9,1:40.82,0:50.41,37,59,17,17,4
05/04/2023,06:07:08PM,5,8x20,20,0,REST,0:00.00,0:05.79,10:41.68,1,0,420,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:07:14PM,5,8x20,20,20,FR,0:20.98,0:00.00,11:02.67,1,20,440,0.92,1:44.86,0:52.43,39,58,18,18,4
05/04/2023,06:07:35PM,5,8x20,20,0,REST,0:00.00,0:06.94,11:09.61,1,0,440,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:07:42PM,6,1x20,20,20,BR,0:10.82,0:00.00,11:20.43,1,20,460,3.02,0:54.11,0:27.05,17,38,6,6,2
05/04/2023,06:07:53PM,6,1x20,20,0,REST,0:00.00,0:19.59,11:40.02,1,0,460,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:08:12PM,7,2x20,20,20,REST,0:00.00,0:44.20,12:24.22,1,20,480,0,3:40.87,1:50.44,44,0,0,0,8
05/04/2023,06:08:56PM,7,2x20,20,0,REST,0:00.00,0:15.76,12:39.98,1,0,480,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:09:12PM,7,2x20,20,20,REST,0:00.00,0:46.34,13:26.32,1,20,500,0,3:51.50,1:55.75,46,0,0,0,8
05/04/2023,06:09:59PM,7,2x20,20,0,REST,0:00.00,0:21.96,13:48.28,1,0,500,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:10:21PM,8,5x20,20,20,FR,0:19.87,0:00.00,14:08.15,1,20,520.1,0.89,1:39.39,0:49.70,39,63,19,19,4
05/04/2023,06:10:40PM,8,5x20,20,0,REST,0:00.00,0:05.77,14:13.92,1,0,520.1,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:10:46PM,8,5x20,20,20,FR,0:21.19,0:00.00,14:35.11,1,20,540.1,0.86,1:45.96,0:52.98,42,61,21,21,4
05/04/2023,06:11:07PM,8,5x20,20,0,REST,0:00.00,0:04.90,14:40.01,1,0,540.1,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:11:12PM,8,5x20,20,20,FR,0:20.19,0:00.00,15:00.20,1,20,560.1,0.9,1:40.93,0:50.46,39,62,19,19,4
05/04/2023,06:11:32PM,8,5x20,20,0,REST,0:00.00,0:05.80,15:06.00,1,0,560.1,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:11:38PM,8,5x20,20,20,FR,0:22.03,0:00.00,15:28.03,1,20,580.1,0.81,1:50.17,0:55.09,44,63,22,22,4
05/04/2023,06:12:00PM,8,5x20,20,0,REST,0:00.00,0:04.20,15:32.23,1,0,580.1,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:12:04PM,8,5x20,20,20,FR,0:20.25,0:00.00,15:52.48,1,20,600.1,0.96,1:41.26,0:50.63,38,60,18,18,4
05/04/2023,06:12:25PM,8,5x20,20,0,REST,0:00.00,0:06.53,15:59.01,1,0,600.1,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:12:31PM,9,1x40,40,20,FR,0:22.60,0:00.00,16:21.61,1,20,620.1,0.83,1:53.03,0:56.51,43,60,20,20,4
05/04/2023,06:12:54PM,9,1x40,40,20,FR,0:24.35,0:00.00,16:45.96,1,20,640.1,0.89,2:01.76,1:00.88,42,59,18,18,4
05/04/2023,06:13:18PM,9,1x40,40,0,REST,0:00.00,0:05.55,16:51.52,1,0,640.1,0,0:00.00,0:00.00,0,0,0,0,0
05/04/2023,06:13:24PM,10,1x20,20,20,FR,0:22.29,0:00.00,17:13.80,1,20,660.1,0.82,1:51.51,0:55.76,43,62,21,21,4
05/04/2023,06:13:46PM,10,1x20,20,0,REST,0:00.00,0:03.56,17:17.37,1,0,660.1,0,0:00.00,0:00.00,0,0,0,0,0
