Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
06/08/2023,,05:44:12PM,05:53:46PM,pool,18.29,,goggles,,2.2.396

Swim Date,Swim Time,Set #,Set,Interval (yd),Length (yd),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (yd),Cumul Dist (yd),Avg DPS,Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
06/08/2023,05:44:12PM,1,1x20,20,20,FR,0:19.19,0:00.00,0:19.19,1,20,20,1.09,1:35.95,0:47.98,36,54,17,17,4
06/08/2023,05:44:31PM,1,1x20,20,0,REST,0:00.00,0:20.52,0:39.71,1,0,20,0,0:00.00,0:00.00,0,0,0,0,0
06/08/2023,05:44:52PM,2,1x60,60,20,FR,0:20.81,0:00.00,1:00.52,1,20,40,1.06,1:44.03,0:52.01,37,54,16,16,4
06/08/2023,05:45:12PM,2,1x60,60,20,FR,0:26.26,0:00.00,1:26.78,1,20,60,0.9,2:11.38,1:05.69,46,52,20,20,4
06/08/2023,05:45:39PM,2,1x60,60,20,FR,0:24.19,0:00.00,1:50.97,1,20,80,0.93,2:00.95,1:00.48,44,52,20,20,4
06/08/2023,05:46:03PM,2,1x60,60,0,REST,0:00.00,0:04.37,1:55.34,1,0,80,0,0:00.00,0:00.00,0,0,0,0,0
06/08/2023,05:46:07PM,3,1x20,20,20,FR,0:20.51,0:00.00,2:15.84,1,20,100,1.06,1:42.51,0:51.26,37,55,16,16,4
06/08/2023,05:46:28PM,3,1x20,20,0,REST,0:00.00,0:17.71,2:33.55,1,0,100,0,0:00.00,0:00.00,0,0,0,0,0
06/08/2023,05:46:45PM,4,1x40,40,20,FR,0:18.09,0:00.00,2:51.64,1,20,120,1.07,1:30.45,0:45.22,35,59,17,17,4
06/08/2023,05:47:04PM,4,1x40,40,20,FR,0:24.18,0:00.00,3:15.82,1,20,140,0.96,2:00.95,1:00.48,42,58,18,18,4
06/08/2023,05:47:28PM,4,1x40,40,0,REST,0:00.00,0:21.18,3:37.00,1,0,140,0,0:00.00,0:00.00,0,0,0,0,0
06/08/2023,05:47:49PM,5,1x20,20,20,FR,0:19.37,0:00.00,3:56.37,1,20,160,0.97,1:36.87,0:48.43,35,58,16,16,4
06/08/2023,05:48:08PM,5,1x20,20,0,REST,0:00.00,0:03.00,3:59.37,1,0,160,0,0:00.00,0:00.00,0,0,0,0,0
06/08/2023,05:48:11PM,6,1x80,80,20,FR,0:21.95,0:00.00,4:21.32,1,20,180,0.87,1:49.77,0:54.89,41,57,19,19,4
06/08/2023,05:48:33PM,6,1x80,80,20,FR,0:23.03,0:00.00,4:44.35,1,20,200,0.89,1:55.17,0:57.58,44,58,21,21,4
06/08/2023,05:48:56PM,6,1x80,80,20,FR,0:25.95,0:00.00,5:10.31,1,20,220,0.89,2:09.70,1:04.85,46,55,20,20,4
06/08/2023,05:49:22PM,6,1x80,80,20,FR,0:22.09,0:00.00,5:32.40,1,20,240,0.96,1:50.44,0:55.22,39,57,17,17,4
06/08/2023,05:49:44PM,6,1x80,80,0,REST,0:00.00,0:02.19,5:34.58,1,0,240,0,0:00.00,0:00.00,0,0,0,0,0
06/08/2023,05:49:46PM,7,1x200,200,20,FR,0:24.07,0:00.00,5:58.66,1,20,260,0.92,2:00.32,1:00.16,43,57,19,19,4
06/08/2023,05:50:11PM,7,1x200,200,20,FR,0:23.20,0:00.00,6:21.85,1,20,280,0.86,1:56.04,0:58.02,43,58,20,20,4
06/08/2023,05:50:34PM,7,1x200,200,20,FR,0:23.43,0:00.00,6:45.29,1,20,300,0.93,1:57.23,0:58.62,43,59,20,20,4
06/08/2023,05:50:57PM,7,1x200,200,20,FR,0:23.62,0:00.00,7:08.91,1,20,320,0.89,1:58.14,0:59.07,45,58,21,21,4
06/08/2023,05:51:21PM,7,1x200,200,20,FR,0:25.01,0:00.00,7:33.92,1,20,340,0.94,2:05.09,1:02.55,45,59,20,20,4
06/08/2023,05:51:46PM,7,1x200,200,20,FR,0:24.43,0:00.00,7:58.35,1,20,360,0.92,2:02.08,1:01.04,43,56,19,19,4
06/08/2023,05:52:10PM,7,1x200,200,20,FR,0:22.82,0:00.00,8:21.17,1,20,380,1,1:54.16,0:57.08,40,59,17,17,4
06/08/2023,05:52:33PM,7,1x200,200,20,FR,0:27.88,0:00.00,8:49.06,1,20,400,0.74,2:19.39,1:09.70,50,59,22,22,4
06/08/2023,05:53:01PM,7,1x200,200,20,FR,0:20.58,0:00.00,9:09.63,1,20,420,0.92,1:42.86,0:51.43,38,58,17,17,4
06/08/2023,05:53:22PM,7,1x200,200,20,FR,0:25.11,0:00.00,9:34.74,1,20,440,0.84,2:05.61,1:02.80,45,59,20,20,4
