Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
05/16/2023,,06:54:23PM,07:09:38PM,pool,18.29,,goggles,,2.2.396

Swim Date,Swim Time,Set #,Set,Interval (yd),Length (yd),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (yd),Cumul Dist (yd),Avg DPS,Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
05/16/2023,06:54:23PM,1,1x40,40,20,FR,0:26.25,0:00.00,0:26.25,1,20,20,0.83,2:11.19,1:05.60,48,59,22,22,4
05/16/2023,06:54:49PM,1,1x40,40,20,FR,0:28.50,0:00.00,0:54.75,1,20,40,0.75,2:22.43,1:11.22,53,59,25,25,4
05/16/2023,06:55:18PM,1,1x40,40,0,REST,0:00.00,0:03.54,0:58.29,1,0,40,0,0:00.00,0:00.00,0,0,0,0,0
05/16/2023,06:55:21PM,2,1x60,60,20,FR,0:25.88,0:00.00,1:24.17,1,20,60,0.78,2:09.34,1:04.67,49,57,23,23,4
05/16/2023,06:55:47PM,2,1x60,60,20,FR,0:27.66,0:00.00,1:51.83,1,20,80,0.71,2:18.34,1:09.17,54,60,26,26,4
05/16/2023,06:56:15PM,2,1x60,60,20,FR,0:29.20,0:00.00,2:21.03,1,20,100,0.69,2:26.07,1:13.04,56,57,27,27,4
05/16/2023,06:56:44PM,2,1x60,60,0,REST,0:00.00,0:04.99,2:26.02,1,0,100,0,0:00.00,0:00.00,0,0,0,0,0
05/16/2023,06:56:49PM,3,2x20,20,20,FR,0:26.09,0:00.00,2:52.11,1,20,120,0.69,2:10.44,1:05.22,48,56,22,22,4
05/16/2023,06:57:15PM,3,2x20,20,0,REST,0:00.00,0:03.45,2:55.56,1,0,120,0,0:00.00,0:00.00,0,0,0,0,0
05/16/2023,06:57:19PM,3,2x20,20,20,FR,0:25.39,0:00.00,3:20.94,1,20,140,0.74,2:07.00,1:03.50,47,57,22,22,4
05/16/2023,06:57:44PM,3,2x20,20,0,REST,0:00.00,0:03.49,3:24.44,1,0,140,0,0:00.00,0:00.00,0,0,0,0,0
05/16/2023,06:57:48PM,4,1x160,160,20,FR,0:26.91,0:00.00,3:51.34,1,20,160,0.7,2:14.47,1:07.24,53,58,26,26,4
05/16/2023,06:58:14PM,4,1x160,160,20,FR,0:27.10,0:00.00,4:18.44,1,20,180,0.78,2:15.47,1:07.73,51,61,24,24,4
05/16/2023,06:58:42PM,4,1x160,160,20,FR,0:26.97,0:00.00,4:45.41,1,20,200,0.75,2:14.87,1:07.43,52,58,25,25,4
05/16/2023,06:59:09PM,4,1x160,160,20,FR,0:30.96,0:00.00,5:16.37,1,20,220,0.67,2:34.72,1:17.36,59,55,28,28,4
05/16/2023,06:59:39PM,4,1x160,160,20,FR,0:26.85,0:00.00,5:43.22,1,20,240,0.81,2:14.27,1:07.14,50,61,23,23,4
05/16/2023,07:00:06PM,4,1x160,160,20,FR,0:26.87,0:00.00,6:10.09,1,20,260,0.8,2:14.27,1:07.14,50,60,23,23,4
05/16/2023,07:00:33PM,4,1x160,160,20,FR,0:30.04,0:00.00,6:40.13,1,20,280,0.71,2:30.15,1:15.07,55,57,25,25,4
05/16/2023,07:01:03PM,4,1x160,160,20,FR,0:30.48,0:00.00,7:10.62,1,20,300,0.67,2:32.40,1:16.20,58,57,28,28,4
05/16/2023,07:01:34PM,4,1x160,160,0,REST,0:00.00,0:03.74,7:14.36,1,0,300,0,0:00.00,0:00.00,0,0,0,0,0
05/16/2023,07:01:37PM,5,3x20,20,20,FR,0:22.16,0:00.00,7:36.52,1,20,320,0.81,1:50.84,0:55.42,43,61,21,21,4
05/16/2023,07:02:00PM,5,3x20,20,0,REST,0:00.00,0:03.33,7:39.85,1,0,320,0,0:00.00,0:00.00,0,0,0,0,0
05/16/2023,07:02:03PM,5,3x20,20,20,FR,0:24.12,0:00.00,8:03.97,1,20,340,0.77,2:00.63,1:00.32,46,59,22,22,4
05/16/2023,07:02:27PM,5,3x20,20,0,REST,0:00.00,0:07.16,8:11.12,1,0,340,0,0:00.00,0:00.00,0,0,0,0,0
