Swim Date,Swim Title,Swim Start Time,Swim End Time,Activity Variant,Pool Size,HR Device,Device,Location,Firmware
04/25/2023,,05:45:10PM,07:18:40PM,pool,18.29,,goggles,,2.2.396

Swim Date,Swim Time,Set #,Set,Interval (yd),Length (yd),Strk,Move Time,Rest Time,Cumul Time,Len,Dist (yd),Cumul Dist (yd),Avg DPS,Pace/100,Pace/50,SWOLF,Avg Strk Rate (strk/min),Strk Count,Avg Strk Count/Len,Calories
04/25/2023,05:45:10PM,1,3x20,20,20,FR,0:18.55,0:00.00,0:18.55,1,20,20,0.98,1:32.74,0:46.37,38,61,19,19,4
04/25/2023,05:45:29PM,1,3x20,20,0,REST,0:00.00,0:05.69,0:24.23,1,0,20,0,0:00.00,0:00.00,0,0,0,0,0
04/25/2023,05:45:35PM,1,3x20,20,20,FR,0:19.16,0:00.00,0:43.40,1,20,40,0.93,1:35.85,0:47.93,38,64,19,19,4
04/25/2023,05:45:54PM,1,3x20,20,0,REST,0:00.00,0:04.80,0:48.20,1,0,40,0,0:00.00,0:00.00,0,0,0,0,0
04/25/2023,05:45:58PM,1,3x20,20,20,FR,0:22.59,0:00.00,1:10.79,1,20,60,0.84,1:52.89,0:56.45,45,59,22,22,4
04/25/2023,05:46:21PM,1,3x20,20,0,REST,0:00.00,0:04.02,1:14.81,1,0,60,0,0:00.00,0:00.00,0,0,0,0,0
04/25/2023,05:46:25PM,2,1x40,40,20,FR,0:22.08,0:00.00,1:36.89,1,20,80,0,1:50.44,0:55.22,22,0,0,0,4
04/25/2023,05:46:47PM,2,1x40,40,20,FR,0:26.75,0:00.00,2:03.64,1,20,100,0.82,2:13.69,1:06.84,50,56,23,23,4
04/25/2023,05:47:14PM,2,1x40,40,0,REST,0:00.00,0:04.78,2:08.42,1,0,100,0,0:00.00,0:00.00,0,0,0,0,0
04/25/2023,05:47:19PM,3,1x20,20,20,FR,0:20.91,0:00.00,2:29.33,1,20,120,0.92,1:44.50,0:52.25,40,60,19,19,4
04/25/2023,05:47:40PM,3,1x20,20,0,REST,0:00.00,0:04.54,2:33.87,1,0,120,0,0:00.00,0:00.00,0,0,0,0,0
04/25/2023,05:47:44PM,4,1x40,40,20,FR,0:22.82,0:00.00,2:56.68,1,20,140,0.86,1:54.02,0:57.01,44,60,21,21,4
04/25/2023,05:48:07PM,4,1x40,40,20,FR,0:26.93,0:00.00,3:23.61,1,20,160,0.75,2:14.67,1:07.34,52,61,25,25,4
04/25/2023,05:48:34PM,4,1x40,40,0,REST,0:00.00,0:03.35,3:26.96,1,0,160,0,0:00.00,0:00.00,0,0,0,0,0
04/25/2023,05:48:37PM,5,3x20,20,20,FR,0:22.59,0:00.00,3:49.55,1,20,180,0.8,1:52.89,0:56.45,45,64,22,22,4
04/25/2023,05:49:00PM,5,3x20,20,0,REST,0:00.00,0:05.49,3:55.04,1,0,180,0,0:00.00,0:00.00,0,0,0,0,0
04/25/2023,05:49:05PM,5,3x20,20,20,FR,0:21.94,0:00.00,4:16.98,1,20,200,1,1:49.64,0:54.82,39,51,17,17,4
